playerLink,currAge,height,foot,currClub,playerPos,playerCountry,playerMarketValue,playerName
/jack-butland/profil/spieler/128899,30.0,1.96,right,Manchester United,GK,England,1500000,Jack Butland
/fraser-fyvie/profil/spieler/107350,30.0,1.72,right,Cove Rangers FC,CM,Scotland,200000,Fraser Fyvie
/loic-remy/profil/spieler/45121,36.0,1.85,right,Stade Brestois 29,CF,France,150000,Loïc Rémy
/stephane-mbia/profil/spieler/27470,37.0,1.89,right,Without Club,DM,Cameroon,100000,Stéphane Mbia
/junior-hoilett/profil/spieler/58993,33.0,1.74,right,Reading FC,LW,Canada,400000,Junior Hoilett
/adrian-mariappa/profil/spieler/38145,36.0,1.79,right,Salford City,CB,Jamaica,100000,Adrian Mariappa
/michail-antonio/profil/spieler/104124,33.0,1.8,right,West Ham United,CF,Jamaica,7000000,Michail Antonio
/fernandinho/profil/spieler/26267,38.0,1.79,right,Club Athletico Paranaense,DM,Brazil,800000,Fernandinho
/stevan-jovetic/profil/spieler/46104,33.0,1.83,right,Hertha BSC,CF,Montenegro,1500000,Stevan Jovetic
/alvaro-negredo/profil/spieler/18644,37.0,1.86,left,Cádiz CF,CF,Spain,1000000,Álvaro Negredo
/jesus-navas/profil/spieler/15956,37.0,1.7,right,Sevilla FC,RB,Spain,3000000,Jesús Navas
/willian/profil/spieler/52769,34.0,1.75,right,Fulham FC,LW,Brazil,3000000,Willian
/mohamed-salah/profil/spieler/148455,31.0,1.75,left,Liverpool FC,RW,Egypt,65000000,Mohamed Salah
/kurt-zouma/profil/spieler/157509,28.0,1.9,right,West Ham United,CB,France,22000000,Kurt Zouma
/marco-van-ginkel/profil/spieler/147034,30.0,1.86,right,Vitesse Arnhem,CM,Netherlands,1300000,Marco van Ginkel
/stipe-perica/profil/spieler/245072,27.0,1.92,right,Standard Liège,CF,Croatia,1000000,Stipe Perica
/cristian-cuevas/profil/spieler/186863,28.0,1.75,left,CD Universidad Católica,LM,Chile,600000,Cristian Cuevas
/jeffrey-bruma/profil/spieler/88721,31.0,1.89,right,SC Heerenveen,CB,Netherlands,450000,Jeffrey Bruma
/semi-ajayi/profil/spieler/251912,29.0,1.93,right,West Bromwich Albion,CB,Nigeria,2500000,Semi Ajayi
/nico-yennaris/profil/spieler/122721,30.0,1.71,right,Beijing Guoan,DM,China,325000,Nico Yennaris
/roberto-soldado/profil/spieler/34870,38.0,1.8,right,Levante UD,CF,Spain,500000,Roberto Soldado
/erik-lamela/profil/spieler/111630,31.0,1.84,left,Sevilla FC,RW,Argentina,9000000,Erik Lamela
/paulinho/profil/spieler/57229,34.0,1.83,right,Sport Club Corinthians Paulista,CM,Brazil,1200000,Paulinho
/christian-eriksen/profil/spieler/69633,31.0,1.82,right,Manchester United,CM,Denmark,22000000,Christian Eriksen
/etienne-capoue/profil/spieler/63494,34.0,1.89,right,Villarreal CF,DM,France,3000000,Étienne Capoue
/vlad-chiriches/profil/spieler/123261,33.0,1.84,right,US Cremonese,CB,Romania,900000,Vlad Chiriches
/nacer-chadli/profil/spieler/59631,33.0,1.87,right,KVC Westerlo,LW,Belgium,2000000,Nacer Chadli
/steven-caulker/profil/spieler/121280,31.0,1.91,right,Wigan Athletic,CB,Sierra Leone,900000,Steven Caulker
/simon-dawkins/profil/spieler/57488,35.0,1.77,right,Monterey Bay FC,LW,Jamaica,100000,Simon Dawkins
/joel-robles/profil/spieler/101118,33.0,1.97,right,Leeds United,GK,Spain,1000000,Joel Robles
/aiden-mcgeady/profil/spieler/21333,37.0,1.8,both,Hibernian FC,LW,Ireland,300000,Aiden McGeady
/mamadou-sakho/profil/spieler/47713,33.0,1.87,left,Montpellier HSC,CB,France,3500000,Mamadou Sakho
/iago-aspas/profil/spieler/72047,35.0,1.76,left,Celta de Vigo,CF,Spain,6000000,Iago Aspas
/luis-alberto/profil/spieler/128220,30.0,1.83,right,SS Lazio,CM,Spain,18000000,Luis Alberto
/tiago-ilori/profil/spieler/177859,30.0,1.9,right,Sporting CP,CB,Portugal,500000,Tiago Ilori
/jay-spearing/profil/spieler/52111,34.0,1.68,right,Liverpool FC U21,DM,England,600000,Jay Spearing
/wilfried-bony/profil/spieler/81808,34.0,1.83,right,Without Club,CF,Cote d'Ivoire,100000,Wilfried Bony
/jordi-amat/profil/spieler/85289,31.0,1.85,right,Johor Darul Ta'zim,CB,Indonesia,900000,Jordi Amat
/alejandro-pozuelo/profil/spieler/188853,31.0,1.72,both,Konyaspor,AM,Spain,2800000,Alejandro Pozuelo
/ricky-van-wolfswinkel/profil/spieler/41355,34.0,1.86,right,Twente Enschede FC,CF,Netherlands,650000,Ricky van Wolfswinkel
/leroy-fer/profil/spieler/63342,33.0,1.88,right,Alanyaspor,DM,Netherlands,400000,Leroy Fer
/martin-olsson/profil/spieler/38073,35.0,1.78,left,Malmö FF,LB,Sweden,300000,Martin Olsson
/nathan-redmond/profil/spieler/129078,29.0,1.73,right,Besiktas JK,RW,England,10000000,Nathan Redmond
/jed-steer/profil/spieler/110867,30.0,1.83,left,Aston Villa,GK,England,500000,Jed Steer
/maarten-stekelenburg/profil/spieler/4311,40.0,1.97,right,Ajax Amsterdam,GK,Netherlands,75000,Maarten Stekelenburg
/kerim-frei/profil/spieler/146844,29.0,1.71,right,Fatih Karagümrük,LW,Turkey,300000,Kerim Frei
/erik-pieters/profil/spieler/43763,34.0,1.83,left,West Bromwich Albion,CB,Netherlands,350000,Erik Pieters
/marko-arnautovic/profil/spieler/41384,34.0,1.92,both,Bologna FC 1909,CF,Austria,5000000,Marko Arnautovic
/victor-wanyama/profil/spieler/77760,32.0,1.84,right,CF Montréal,DM,Kenya,3500000,Victor Wanyama
/dejan-lovren/profil/spieler/37838,33.0,1.88,right,Olympique Lyon,CB,Croatia,3000000,Dejan Lovren
/libor-kozak/profil/spieler/63824,34.0,1.93,right,FC Trinity Zlin,CF,Czech Republic,275000,Libor Kozak
/jores-okore/profil/spieler/129085,30.0,1.83,right,Changchun Yatai,CB,Denmark,1500000,Jores Okore
/antonio-luna/profil/spieler/126516,32.0,1.78,left,Volos NPS,LB,Spain,450000,Antonio Luna
/nicklas-helenius/profil/spieler/102132,32.0,1.96,right,Aalborg BK,CF,Denmark,500000,Nicklas Helenius
/leandro-bacuna/profil/spieler/126014,31.0,1.8,right,Watford FC,CM,Curacao,900000,Leandro Bacuna
/barry-bannan/profil/spieler/61561,33.0,1.69,left,Sheffield Wednesday,CM,Scotland,300000,Barry Bannan
/jozy-altidore/profil/spieler/39378,33.0,1.85,right,New England Revolution,CF,United States,500000,Jozy Altidore
/liam-bridcutt/profil/spieler/40612,34.0,1.75,right,Blackpool FC,DM,Scotland,200000,Liam Bridcutt
/charalampos-mavrias/profil/spieler/136647,29.0,1.78,right,Apollon Limassol,RB,Greece,400000,Charalampos Mavrias
/david-moberg-karlsson/profil/spieler/63422,29.0,1.79,left,Urawa Red Diamonds,RW,Sweden,1800000,David Moberg Karlsson
/gary-medel/profil/spieler/60889,35.0,1.71,right,Bologna FC 1909,DM,Chile,800000,Gary Medel
/andreas-cornelius/profil/spieler/203412,30.0,1.93,left,FC Copenhagen,CF,Denmark,6000000,Andreas Cornelius
/mats-moller-daehli/profil/spieler/190831,28.0,1.72,right,1.FC Nuremberg,AM,Norway,1200000,Mats Möller Daehli
/kevin-theophile-catherine/profil/spieler/60603,33.0,1.83,right,GNK Dinamo Zagreb,CB,Martinique,900000,Kévin Théophile-Catherine
/magnus-wolff-eikrem/profil/spieler/54775,32.0,1.73,right,Molde FK,AM,Norway,900000,Magnus Wolff Eikrem
/john-brayford/profil/spieler/91286,35.0,1.73,right,Burton Albion,RB,England,100000,John Brayford
/juan-cala/profil/spieler/67089,33.0,1.86,right,Cádiz CF,CB,Spain,600000,Juan Cala
/simon-moore/profil/spieler/123536,33.0,1.91,right,Coventry City,GK,England,300000,Simon Moore
/rudy-gestede/profil/spieler/39908,34.0,1.93,right,Without Club,CF,Benin,200000,Rudy Gestede
/allan-mcgregor/profil/spieler/9422,41.0,1.83,right,Rangers FC,GK,Scotland,400000,Allan McGregor
/corry-evans/profil/spieler/73501,32.0,1.8,right,Sunderland AFC,CM,Northern Ireland,300000,Corry Evans
/dwight-gayle/profil/spieler/196522,33.0,1.74,right,Stoke City,CF,England,600000,Dwight Gayle
/wayne-hennessey/profil/spieler/45494,36.0,1.98,right,Nottingham Forest,GK,Wales,400000,Wayne Hennessey
/jack-hunt/profil/spieler/135038,32.0,1.75,right,Sheffield Wednesday,RB,England,200000,Jack Hunt
/jose-campana/profil/spieler/120095,30.0,1.79,right,Levante UD,CM,Spain,3000000,José Campaña
/alexis-sanchez/profil/spieler/40433,34.0,1.69,right,Olympique Marseille,CF,Chile,4500000,Alexis Sánchez
/calum-chambers/profil/spieler/215118,28.0,1.82,right,Aston Villa,CB,England,8000000,Calum Chambers
/danny-welbeck/profil/spieler/67063,32.0,1.85,right,Brighton & Hove Albion,CF,England,7000000,Danny Welbeck
/gabriel-paulista/profil/spieler/149498,32.0,1.87,right,Valencia CF,CB,Brazil,2500000,Gabriel Paulista
/david-ospina/profil/spieler/73396,34.0,1.83,right,Al-Nassr FC,GK,Colombia,3000000,David Ospina
/krystian-bielik/profil/spieler/287247,25.0,1.89,right,Derby County,DM,Poland,2800000,Krystian Bielik
/ignasi-miquel/profil/spieler/70245,30.0,1.89,left,Granada CF,CB,Spain,1400000,Ignasi Miquel
/kristoffer-olsson/profil/spieler/193592,27.0,1.8,right,FC Midtjylland,CM,Sweden,2500000,Kristoffer Olsson
/carlos-sanchez/profil/spieler/51226,37.0,1.82,left,CA San Lorenzo de Almagro,DM,Colombia,300000,Carlos Sánchez
/carles-gil/profil/spieler/127987,30.0,1.71,left,New England Revolution,AM,Spain,5500000,Carles Gil
/aly-cissokho/profil/spieler/57515,35.0,1.87,left,Lamphun Warriors,CB,France,150000,Aly Cissokho
/daniel-johnson/profil/spieler/169092,30.0,1.74,left,Preston North End,AM,Jamaica,900000,Daniel Johnson
/michael-keane/profil/spieler/118534,30.0,1.88,right,Everton FC,CB,England,10000000,Michael Keane
/diego-costa/profil/spieler/44779,34.0,1.86,right,Wolverhampton Wanderers,CF,Spain,2000000,Diego Costa
/juan-cuadrado/profil/spieler/91970,35.0,1.76,right,Juventus FC,RM,Colombia,4000000,Juan Cuadrado
/filipe-luis/profil/spieler/21725,37.0,1.82,left,CR Flamengo,LB,Brazil,350000,Filipe Luís
/mario-pasalic/profil/spieler/205938,28.0,1.88,right,Atalanta BC,AM,Croatia,20000000,Mario Pasalic
/ryan-bertrand/profil/spieler/40611,33.0,1.79,left,Leicester City,LB,England,800000,Ryan Bertrand
/patrick-van-aanholt/profil/spieler/52119,32.0,1.76,left,PSV Eindhoven,LB,Netherlands,3000000,Patrick van Aanholt
/jordon-mutch/profil/spieler/57207,31.0,1.84,right,Crawley Town,CM,England,175000,Jordon Mutch
/pape-souare/profil/spieler/125868,33.0,1.78,left,Morecambe FC,LB,Senegal,250000,Pape Souaré
/martin-kelly/profil/spieler/78959,33.0,1.91,right,West Bromwich Albion,RB,England,300000,Martin Kelly
/keshi-anderson/profil/spieler/353674,28.0,1.75,right,Blackpool FC,LW,England,300000,Keshi Anderson
/stuart-okeefe/profil/spieler/93626,32.0,1.73,right,Gillingham FC,CM,England,100000,Stuart O'Keefe
/muhamed-besic/profil/spieler/93905,30.0,1.8,right,Ferencvárosi TC,DM,Bosnia-Herzegovina,1500000,Muhamed Besic
/shane-duffy/profil/spieler/119269,31.0,1.93,right,Fulham FC,CB,Ireland,2000000,Shane Duffy
/abel-hernandez/profil/spieler/76608,32.0,1.85,left,CA Peñarol,CF,Uruguay,1500000,Abel Hernández
/jake-livermore/profil/spieler/61832,33.0,1.8,right,West Bromwich Albion,DM,England,500000,Jake Livermore
/andrew-robertson/profil/spieler/234803,29.0,1.78,left,Liverpool FC,LB,Scotland,40000000,Andrew Robertson
/harry-maguire/profil/spieler/177907,30.0,1.94,right,Manchester United,CB,England,20000000,Harry Maguire
/tom-ince/profil/spieler/157368,31.0,1.78,left,Reading FC,RW,England,1500000,Tom Ince
/andrej-kramaric/profil/spieler/46580,32.0,1.77,right,TSG 1899 Hoffenheim,CF,Croatia,8000000,Andrej Kramaric
/tom-lawrence/profil/spieler/229970,29.0,1.75,right,Rangers FC,LW,Wales,5000000,Tom Lawrence
/adam-lallana/profil/spieler/43530,35.0,1.72,both,Brighton & Hove Albion,AM,England,1200000,Adam Lallana
/lazar-markovic/profil/spieler/144303,29.0,1.75,right,Trabzonspor,RW,Serbia,2000000,Lazar Markovic
/alberto-moreno/profil/spieler/207917,30.0,1.71,left,Villarreal CF,LB,Spain,3000000,Alberto Moreno
/divock-origi/profil/spieler/148368,28.0,1.89,right,AC Milan,CF,Belgium,6000000,Divock Origi
/emre-can/profil/spieler/119296,29.0,1.86,right,Borussia Dortmund,DM,Germany,14000000,Emre Can
/suso/profil/spieler/111961,29.0,1.77,left,Sevilla FC,RW,Spain,6000000,Suso
/jack-robinson/profil/spieler/128909,29.0,1.8,left,Sheffield United,LB,England,700000,Jack Robinson
/eliaquim-mangala/profil/spieler/90681,32.0,1.87,left,Without Club,CB,France,700000,Eliaquim Mangala
/fernando/profil/spieler/51174,35.0,1.83,right,Sevilla FC,DM,Brazil,3000000,Fernando
/willy-caballero/profil/spieler/19948,41.0,1.86,right,Southampton FC,GK,Argentina,150000,Willy Caballero
/bruno-zuculini/profil/spieler/115507,30.0,1.82,right,CA River Plate,DM,Argentina,1800000,Bruno Zuculini
/angel-di-maria/profil/spieler/45320,35.0,1.8,left,Juventus FC,RW,Argentina,8000000,Ángel Di María
/luke-shaw/profil/spieler/183288,27.0,1.78,left,Manchester United,LB,England,42000000,Luke Shaw
/ander-herrera/profil/spieler/99343,33.0,1.82,right,Athletic Bilbao,CM,Spain,2500000,Ander Herrera
/marcos-rojo/profil/spieler/93176,33.0,1.86,left,CA Boca Juniors,CB,Argentina,2800000,Marcos Rojo
/daley-blind/profil/spieler/12282,33.0,1.8,left,Bayern Munich,LB,Netherlands,3000000,Daley Blind
/vanja-milinkovi%C4%87-savi%C4%87/profil/spieler/257474,26.0,2.02,right,Torino FC,GK,Serbia,3500000,Vanja Milinković-Savić
/remy-cabella/profil/spieler/113707,33.0,1.72,right,LOSC Lille,AM,France,5000000,Rémy Cabella
/siem-de-jong/profil/spieler/45509,34.0,1.85,right,De Graafschap Doetinchem,AM,Netherlands,275000,Siem de Jong
/karl-darlow/profil/spieler/99397,32.0,1.9,right,Newcastle United,GK,England,1000000,Karl Darlow
/jamaal-lascelles/profil/spieler/183318,29.0,1.88,right,Newcastle United,CB,England,4500000,Jamaal Lascelles
/ayoze-perez/profil/spieler/246968,29.0,1.78,right,Real Betis Balompié,LW,Spain,6000000,Ayoze Pérez
/james-tavernier/profil/spieler/62094,31.0,1.82,right,Rangers FC,RB,England,8000000,James Tavernier
/alex-mccarthy/profil/spieler/95976,33.0,1.93,right,Southampton FC,GK,England,1200000,Alex McCarthy
/ryan-manning/profil/spieler/262300,27.0,1.73,left,Swansea City,LB,Ireland,2500000,Ryan Manning
/sadio-mane/profil/spieler/200512,31.0,1.74,right,Bayern Munich,LW,Senegal,25000000,Sadio Mané
/dusan-tadic/profil/spieler/36139,34.0,1.81,left,Ajax Amsterdam,LW,Serbia,6000000,Dusan Tadic
/jack-cork/profil/spieler/40613,34.0,1.85,right,Burnley FC,DM,England,1000000,Jack Cork
/billy-sharp/profil/spieler/49542,37.0,1.75,right,Sheffield United,CF,England,300000,Billy Sharp
/federico-fernandez/profil/spieler/85475,34.0,1.9,right,Without Club,CB,Argentina,700000,Federico Fernández
/jefferson-montero/profil/spieler/77932,33.0,1.7,right,SD Aucas,LW,Ecuador,250000,Jefferson Montero
/matt-grimes/profil/spieler/265471,27.0,1.78,left,Swansea City,CM,England,7000000,Matt Grimes
/ben-davies/profil/spieler/192765,30.0,1.81,left,Tottenham Hotspur,LB,Wales,15000000,Ben Davies
/federico-fazio/profil/spieler/45314,36.0,1.95,right,US Salernitana 1919,CB,Argentina,400000,Federico Fazio
/dele-alli/profil/spieler/207929,27.0,1.88,right,Besiktas JK,AM,England,8000000,Dele Alli
/benjamin-stambouli/profil/spieler/127160,32.0,1.8,right,Adana Demirspor,DM,France,1200000,Benjamin Stambouli
/eric-dier/profil/spieler/175722,29.0,1.88,right,Tottenham Hotspur,CB,England,18000000,Eric Dier
/deandre-yedlin/profil/spieler/255916,29.0,1.73,right,Inter Miami CF,RB,United States,2000000,DeAndre Yedlin
/jonathan-obika/profil/spieler/61838,32.0,1.82,right,Morecambe FC,CF,England,250000,Jonathan Obika
/callum-mcmanaman/profil/spieler/61711,32.0,1.74,right,Without Club,RW,England,300000,Callum McManaman
/cristian-gamboa/profil/spieler/121686,33.0,1.75,right,VfL Bochum,RB,Costa Rica,600000,Cristian Gamboa
/sebastian-blanco/profil/spieler/54576,35.0,1.68,both,Portland Timbers,AM,Argentina,1000000,Sebastián Blanco
/enner-valencia/profil/spieler/139503,33.0,1.77,right,Fenerbahce,CF,Ecuador,3800000,Enner Valencia
/cheikhou-kouyate/profil/spieler/66934,33.0,1.89,right,Nottingham Forest,DM,Senegal,2000000,Cheikhou Kouyaté
/diafra-sakho/profil/spieler/120610,33.0,1.84,right,AS Nancy-Lorraine,CF,Senegal,250000,Diafra Sakho
/aaron-cresswell/profil/spieler/92571,33.0,1.7,left,West Ham United,LB,England,1200000,Aaron Cresswell
/doneil-henry/profil/spieler/157907,30.0,1.88,right,MLS Pool,CB,Canada,500000,Doneil Henry
/pedro/profil/spieler/65278,35.0,1.67,both,SS Lazio,RW,Spain,1500000,Pedro
/abdul-rahman-baba/profil/spieler/224884,28.0,1.79,left,Chelsea FC,LB,Ghana,1200000,Abdul-Rahman Baba
/kenedy/profil/spieler/281404,27.0,1.82,left,Real Valladolid CF,LW,Brazil,1500000,Kenedy
/michael-hector/profil/spieler/157490,30.0,1.93,right,Charlton Athletic,CB,Jamaica,500000,Michael Hector
/matt-miazga/profil/spieler/245893,27.0,1.93,right,FC Cincinnati,CB,United States,2000000,Matt Miazga
/nathan/profil/spieler/294798,27.0,1.77,right,Grêmio Foot-Ball Porto Alegrense,AM,Brazil,2500000,Nathan
/papy-djilobodji/profil/spieler/136610,34.0,1.93,left,Kasimpasa,CB,Senegal,850000,Papy Djilobodji
/gael-kakuta/profil/spieler/74297,32.0,1.73,left,Amiens SC,AM,DR Congo,1800000,Gaël Kakuta
/josh-mceachran/profil/spieler/128905,30.0,1.78,left,Milton Keynes Dons,CM,England,300000,Josh McEachran
/raheem-sterling/profil/spieler/134425,28.0,1.7,right,Chelsea FC,LW,England,55000000,Raheem Sterling
/nicolas-otamendi/profil/spieler/54781,35.0,1.83,right,SL Benfica,CB,Argentina,2000000,Nicolás Otamendi
/patrick-roberts/profil/spieler/225452,26.0,1.67,left,Sunderland AFC,RW,England,3200000,Patrick Roberts
/enes-unal/profil/spieler/251106,26.0,1.87,right,Getafe CF,CF,Turkey,25000000,Enes Ünal
/ruben-sobrino/profil/spieler/85383,31.0,1.85,right,Cádiz CF,CF,Spain,2000000,Rubén Sobrino
/anthony-caceres/profil/spieler/226739,30.0,1.73,right,Sydney FC,CM,Australia,600000,Anthony Cáceres
/florian-lejeune/profil/spieler/127108,32.0,1.9,right,Rayo Vallecano,CB,France,4000000,Florian Lejeune
/rony-lopes/profil/spieler/174694,27.0,1.74,left,ESTAC Troyes,RW,Portugal,4000000,Rony Lopes
/karim-rekik/profil/spieler/182579,28.0,1.86,left,Sevilla FC,CB,Netherlands,4000000,Karim Rekik
/dedryck-boyata/profil/spieler/88262,32.0,1.88,right,Club Brugge KV,CB,Belgium,1000000,Dedryck Boyata
/jose-pozo/profil/spieler/195605,27.0,1.71,left,Rayo Vallecano,AM,Spain,1000000,José Pozo
/mohamed-elneny/profil/spieler/160438,30.0,1.79,right,Arsenal FC,DM,Egypt,6000000,Mohamed Elneny
/anthony-martial/profil/spieler/182877,27.0,1.81,right,Manchester United,CF,France,15000000,Anthony Martial
/morgan-schneiderlin/profil/spieler/56818,33.0,1.86,right,Western Sydney Wanderers,DM,France,1500000,Morgan Schneiderlin
/memphis-depay/profil/spieler/167850,29.0,1.78,right,Atlético de Madrid,CF,Netherlands,14000000,Memphis Depay
/matteo-darmian/profil/spieler/54906,33.0,1.83,right,Inter Milan,RB,Italy,4000000,Matteo Darmian
/jonny-evans/profil/spieler/42412,35.0,1.88,both,Leicester City,CB,Northern Ireland,2000000,Jonny Evans
/heung-min-son/profil/spieler/91845,30.0,1.84,both,Tottenham Hotspur,LW,"Korea, South",50000000,Heung-min Son
/toby-alderweireld/profil/spieler/42710,34.0,1.87,right,Royal Antwerp FC,CB,Belgium,3500000,Toby Alderweireld
/clinton-njie/profil/spieler/241119,29.0,1.75,right,Sivasspor,RW,Cameroon,1200000,Clinton N'Jie
/kevin-wimmer/profil/spieler/122675,30.0,1.87,left,Rapid Vienna,CB,Austria,500000,Kevin Wimmer
/kieran-trippier/profil/spieler/95810,32.0,1.73,right,Newcastle United,RB,England,11000000,Kieran Trippier
/andros-townsend/profil/spieler/61842,31.0,1.81,left,Everton FC,RW,England,1500000,Andros Townsend
/ryan-fredericks/profil/spieler/140191,30.0,1.81,right,AFC Bournemouth,RB,England,1500000,Ryan Fredericks
/roberto-firmino/profil/spieler/131789,31.0,1.81,right,Liverpool FC,CF,Brazil,18000000,Roberto Firmino
/danny-ings/profil/spieler/134294,30.0,1.77,right,West Ham United,CF,England,12000000,Danny Ings
/marko-grujic/profil/spieler/222813,27.0,1.91,right,FC Porto,DM,Serbia,9000000,Marko Grujic
/joe-gomez/profil/spieler/256178,26.0,1.88,right,Liverpool FC,CB,England,22000000,Joe Gomez
/taiwo-awoniyi/profil/spieler/295313,25.0,1.83,right,Nottingham Forest,CF,Nigeria,25000000,Taiwo Awoniyi
/virgil-van-dijk/profil/spieler/139208,31.0,1.93,right,Liverpool FC,CB,Netherlands,35000000,Virgil van Dijk
/jordy-clasie/profil/spieler/104223,31.0,1.69,right,AZ Alkmaar,DM,Netherlands,3000000,Jordy Clasie
/juanmi/profil/spieler/126737,30.0,1.72,right,Real Betis Balompié,LW,Spain,12000000,Juanmi
/cedric-soares/profil/spieler/112988,31.0,1.71,right,Fulham FC,RB,Portugal,3000000,Cédric Soares
/charlie-austin/profil/spieler/129627,33.0,1.88,right,Swindon Town,CF,England,275000,Charlie Austin
/cuco-martina/profil/spieler/91251,33.0,1.85,right,NAC Breda,CB,Curacao,300000,Cuco Martina
/alberto-paloschi/profil/spieler/68306,33.0,1.83,right,ACN Siena,CF,Italy,500000,Alberto Paloschi
/kristoffer-nordfeldt/profil/spieler/75890,34.0,1.9,right,AIK Solna,GK,Sweden,600000,Kristoffer Nordfeldt
/oliver-mcburnie/profil/spieler/298477,27.0,1.88,right,Sheffield United,CF,Scotland,5000000,Oliver McBurnie
/jazz-richards/profil/spieler/120241,32.0,1.74,right,Haverfordwest County,RB,Wales,50000,Jazz Richards
/giannelli-imbula/profil/spieler/130756,30.0,1.86,left,Tuzlaspor,DM,DR Congo,225000,Giannelli Imbula
/xherdan-shaqiri/profil/spieler/86792,31.0,1.69,left,Chicago Fire FC,AM,Switzerland,4000000,Xherdan Shaqiri
/joselu/profil/spieler/81999,33.0,1.92,right,RCD Espanyol Barcelona,CF,Spain,6000000,Joselu
/jakob-haugaard/profil/spieler/138335,31.0,1.99,right,Tromsø IL,GK,Denmark,300000,Jakob Haugaard
/oumar-niasse/profil/spieler/209781,33.0,1.82,right,Morecambe FC,CF,Senegal,200000,Oumar Niasse
/ramiro-funes-mori/profil/spieler/11111,32.0,1.87,left,CD Cruz Azul,CB,Argentina,1500000,Ramiro Funes Mori
/gerard-deulofeu/profil/spieler/129476,29.0,1.77,right,Udinese Calcio,CF,Spain,10000000,Gerard Deulofeu
/mason-holgate/profil/spieler/348623,26.0,1.87,right,Everton FC,CB,England,9000000,Mason Holgate
/leandro-rodriguez/profil/spieler/238988,30.0,1.79,right,Portogruaro Calcio,CF,Uruguay,125000,Leandro Rodríguez
/dimitri-payet/profil/spieler/37647,36.0,1.75,right,Olympique Marseille,AM,France,2000000,Dimitri Payet
/angelo-ogbonna/profil/spieler/48002,35.0,1.91,left,West Ham United,CB,Italy,900000,Angelo Ogbonna
/pedro-obiang/profil/spieler/101213,31.0,1.86,right,US Sassuolo,CM,Equatorial Guinea,800000,Pedro Obiang
/sam-byram/profil/spieler/236953,29.0,1.83,right,Norwich City,RB,England,1000000,Sam Byram
/mauro-zarate/profil/spieler/26456,36.0,1.75,right,Cosenza Calcio,CF,Argentina,250000,Mauro Zárate
/salomon-rondon/profil/spieler/80197,33.0,1.86,right,CA River Plate,CF,Venezuela,2000000,Salomón Rondón
/james-chester/profil/spieler/73482,34.0,1.77,right,Derby County,CB,Wales,100000,James Chester
/shinji-okazaki/profil/spieler/79642,37.0,1.75,right,Sint-Truidense VV,CF,Japan,200000,Shinji Okazaki
/ngolo-kante/profil/spieler/225083,32.0,1.71,right,Chelsea FC,DM,France,15000000,N'Golo Kanté
/gokhan-inler/profil/spieler/19041,38.0,1.83,both,Adana Demirspor,DM,Switzerland,175000,Gökhan Inler
/yohan-benalouane/profil/spieler/50477,36.0,1.85,right,Novara FC,CB,Tunisia,125000,Yohan Benalouane
/daniel-amartey/profil/spieler/214056,28.0,1.86,right,Leicester City,CB,Ghana,12000000,Daniel Amartey
/demarai-gray/profil/spieler/292417,26.0,1.83,right,Everton FC,LW,Jamaica,20000000,Demarai Gray
/georginio-wijnaldum/profil/spieler/49499,32.0,1.75,right,AS Roma,CM,Netherlands,8000000,Georginio Wijnaldum
/aleksandar-mitrovi%C4%87/profil/spieler/51152,28.0,1.89,right,Fulham FC,CF,Serbia,28000000,Aleksandar Mitrović
/florian-thauvin/profil/spieler/184892,30.0,1.81,left,Udinese Calcio,RW,France,3500000,Florian Thauvin
/chancel-mbemba/profil/spieler/203348,28.0,1.82,right,Olympique Marseille,CB,DR Congo,20000000,Chancel Mbemba
/henri-saivet/profil/spieler/51540,32.0,1.75,right,Pau FC,AM,Senegal,500000,Henri Saivet
/ivan-toney/profil/spieler/251664,27.0,1.85,right,Brentford FC,CF,England,35000000,Ivan Toney
/mehdi-abeid/profil/spieler/111036,30.0,1.78,right,Khor Fakkan,CM,Algeria,2000000,Mehdi Abeid
/shane-ferguson/profil/spieler/62052,31.0,1.75,left,Rotherham United,LM,Northern Ireland,300000,Shane Ferguson
/wahbi-khazri/profil/spieler/103565,32.0,1.76,right,Montpellier HSC,CF,Tunisia,3000000,Wahbi Khazri
/jeremain-lens/profil/spieler/38497,35.0,1.78,right,FC Versailles 78,RW,Netherlands,100000,Jeremain Lens
/lamine-kone/profil/spieler/57420,34.0,1.88,right,Le Mans FC,CB,Cote d'Ivoire,150000,Lamine Koné
/adam-matthews/profil/spieler/108878,31.0,1.78,right,Omonia Nicosia,RB,Wales,400000,Adam Matthews
/el-hadji-ba/profil/spieler/169090,30.0,1.83,right,Apollon Limassol,DM,Mauritania,200000,El-Hadji Ba
/jordan-ayew/profil/spieler/108354,31.0,1.82,right,Crystal Palace,CF,Ghana,5000000,Jordan Ayew
/jordan-amavi/profil/spieler/241229,29.0,1.76,left,Getafe CF,LB,France,2000000,Jordan Amavi
/adama-traore/profil/spieler/204103,27.0,1.78,right,Wolverhampton Wanderers,RW,Spain,10000000,Adama Traoré
/jordan-veretout/profil/spieler/164771,30.0,1.77,right,Olympique Marseille,DM,France,14000000,Jordan Veretout
/idrissa-gueye/profil/spieler/126665,33.0,1.74,right,Everton FC,CM,Senegal,5000000,Idrissa Gueye
/jose-crespo/profil/spieler/37397,36.0,1.85,right,APOEL Nicosia,CB,Spain,300000,José Crespo
